EPICA Dome C Ice Core Cl, Na and NO3 Data
---------------------------------------------------------------------
                NOAA Paleoclimatology Program
                               and
         World Data Center for Paleoclimatology, Boulder
---------------------------------------------------------------------
NOTE: PLEASE CITE ORIGINAL REFERENCE WHEN USING THIS DATA!!!!!


NAME OF DATA SET: EPICA Dome C Ice Core Cl, Na and NO3 Data
LAST UPDATE: 6/2005 (Original Receipt by WDC Paleo)

CONTRIBUTORS: Regine Röthlisberger et al., Climate and Environmental Physics, 
University of Bern, Bern, Switzerland

IGBP PAGES/WDCA CONTRIBUTION SERIES NUMBER: 2005-048

SUGGESTED DATA CITATION: Röthlisberger, R. et al., 2005.
EPICA Dome C Ice Core Cl, Na and NO3 Data. 
IGBP PAGES/World Data Center for Paleoclimatology 
Data Contribution Series #2005-048. 
NOAA/NGDC Paleoclimatology Program, Boulder CO, USA. 


ORIGINAL REFERENCES:  
Röthlisberger, R., M.A. Hutterli, S. Sommer, E.W. Wolff, and R. Mulvaney. 2000. 
Factors controlling nitrate in ice cores: Evidence from the Dome C deep ice core.
J. Geophys. Res., 105 (D16), 20565-20572.

Röthlisberger, R., R. Mulvaney, E.W. Wolff, M.A. Hutterli, M. Bigler, M. De Angelis, 
M.E. Hansson, J.P. Steffensen, and R. Udisti.  2003.
Limited dechlorination of sea-salt aerosols during the last glacial period: 
Evidence from the European Project for Ice Coring in Antarctica (EPICA) Dome C ice core. 
J. Geophys. Res., 108 (D16), 4526, doi:10.1029/2003JD003604.

ADDITIONAL REFERENCES (for methods, isotopes, and dating):
Röthlisberger, R., M. Bigler, M. Hutterli, S. Sommer, B. Stauffer, 
H.G. Junghans, and D. Wagenbach  2000.  
Technique for continuous high-resolution analysis of trace substances 
in firn and ice cores.  Environ. Sci. Technol., 34 (2), 338-342. 

Littot, G.C., R. Mulvaney, R. Röthlisberger, R. Udisti, E.W. Wolff, 
E. Castellano, M. De Angelis, M. Hansson, S. Sommer, and J.P. Steffensen. 2002. 
Comparison of analytical methods used for measuring major ions in the 
EPICA Dome C (Antarctica) ice core.  Ann. Glaciol., 35, 299-305.

Jouzel, J., V. Masson, O. Cattani, S. Falourd, M. Stievenard, B. Stenni, 
A. Longinelli, S.J. Johnsen, J.P. Steffensen, J.R. Petit, J. Schwander, 
R. Souchez, and N.I. Barkov. 2001. 
A new 27 ky high resolution East Antarctic climate record. 
Geophys. Res. Lett., 28 (16), 3199-3202.
 
Stenni, B., J. Jouzel, V. Masson-Delmotte, R. Röthlisberger, E. Castellano, 
O. Cattani, S. Falourd, S.J. Johnsen, A. Longinelli, J.P. Sachs, E. Selmo, 
R. Souchez, J.P. Steffensen, and R. Udisti. 2003. 
A late-glacial high resolution site and source temperature record derived from 
the EPICA Dome C isotope records (East Antarctica). 
Earth Planet. Sci. Lett., 217 (1-2), 183-195, doi:10.1016/S0012-821X(03)00574-0.
 
Schwander, J., J. Jouzel, C.U. Hammer, J.R. Petit, R. Udisti, and E. Wolff. 2001. 
A tentative chronology for the EPICA Dome Concordia ice core.  
Geophys. Res. Lett., 28 (22), 4243-4246.  
 


GEOGRAPHIC REGION: Antarctica
PERIOD OF RECORD:  44KYrBP - present

DESCRIPTION: 
Chemical records obtained by continuous flow analysis (CFA) and ion chromatography (IC).  
Data from 0 to 44850 yr BP are from EDC96 ice core 
 
Dating according to EPICA Dome C ice core timescale EDC1. 
ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/antarctica/epica_domec/edc_timescale.txt 

Location: Dome C, Antarctica, 75°06'S, 123°21'E, 3233m asl


Data: 

Column 1: Depth of the middle of the 55cm-interval (m)
Column 2: Age (years before 1950, EDC1 timescale)
Column 3: Na concentration, measured by CFA (ppb)
Column 4: Na concentration, measured by IC (ppb)
Column 5: Cl concentration, measured by IC  (ppb)
Column 6: NO3 concentration, measured by CFA (ppb)
Column 7: delta deuterium (per mil)
 
 
 Depth        Age      Na_CFA     Na_IC       Cl_IC    NO3_CFA    deuterium
588.225    28002.2     87.665      90.57    159.682     37.171     -449.5
588.775    28048.6     79.684    76.6667    135.667     52.076     -441.2
589.325    28094.9     81.887         75    145.333     36.065     -433.4
589.875    28141.4     83.144       NaN        NaN      41.491     -432.5
590.425    28187.9     84.379       NaN        NaN      57.799       -438
590.975    28234.5    100.277     95.424    118.838     66.654       -440
591.525    28281.3     87.984     87.575     156.62     32.385     -442.8
592.075    28328.1     97.441     77.918     141.21     26.872     -436.6
592.625    28375.1    100.369     86.066    155.178     31.273     -439.2
593.175    28422.2    104.983    103.774    165.876     42.288     -445.7
593.725    28469.5     96.505    95.6033      146.2     50.284     -447.8
594.275    28516.8    102.166    94.6667    163.333      40.01     -441.3
594.825    28564.2    100.727    95.3333    182.333     36.549       -443
595.375    28611.6     93.853       NaN        NaN      27.855     -446.1
595.925    28658.9     93.484       NaN        NaN      33.951       -443
596.475      28706     92.201    92.7567    155.197     29.598     -438.7
597.025      28753     88.851    86.6257     138.33     46.609     -439.8
597.575    28799.7     74.693      73.58    118.834     35.091     -435.6
598.125    28846.3     76.147       77.2    123.205     36.007     -433.4
598.675    28892.7     85.458      87.28    119.548     48.637     -438.6
599.225    28938.9     92.522      95.95    154.478     31.845     -438.1
599.775    28984.9      87.15         79      146.5     21.668       -438
600.325    29030.6      88.87      100.5     141.25     25.078     -439.7
600.875    29076.2     88.948       NaN        NaN       26.78     -443.3
601.425    29121.6     91.343       NaN        NaN      31.002     -441.4
601.975    29166.9     87.821     84.984    137.212     25.039       -440
602.525      29212     80.776    78.8217    133.478     29.915     -442.2
603.075      29257     87.059     77.514    128.942     28.866     -436.6
603.625    29301.8     83.293      77.47    110.022     32.342     -439.8
604.175    29346.6     89.567     86.044    143.278     22.434     -436.2
604.725    29391.3     89.485    85.8233    140.803     27.286     -438.9
605.275    29436.1     80.491       70.2      145.8     25.173     -436.1
605.825    29480.9     85.249       72.6        146     29.085     -435.1
606.375    29525.8     71.729       NaN        NaN      36.494     -435.9
606.925    29570.8     84.072       NaN        NaN      30.209     -430.8
607.475    29615.8     76.597       NaN        NaN      33.428     -438.2
608.025    29660.9     86.997       NaN        NaN      37.214     -431.8
608.575      29706    108.097     97.912    150.604     43.359     -432.3
609.125    29751.2      95.94     80.968    137.534     34.271     -443.2
609.675    29796.5     85.718     82.295    132.195      44.58     -439.9
610.225      29842     84.253    77.4017    139.083     44.575     -437.1
610.775    29887.5     88.341      75.75        147     54.453     -436.7
611.325    29933.4     84.647         71    115.333      52.87     -437.1
611.875    29979.4     78.137       NaN        NaN      31.725     -436.6
612.425    30025.7     86.924       NaN        NaN      43.992     -433.5
612.975    30072.1     92.073     93.072    177.638     53.357     -436.8
613.525      30119     94.042     95.634    173.014     47.259     -440.1
614.075    30166.1     101.67     100.12    179.702     47.668     -445.7
614.625    30213.5      91.67     92.884    158.436     47.137     -443.4
615.175    30261.2    112.259     114.88    192.216     55.589       -443
615.725    30309.2     97.676    103.542    160.476     62.754     -445.9
616.275    30357.4    108.209         97      150.8     71.047     -437.1
616.825    30405.7     95.644       84.2      150.8     48.684       -447
617.375    30454.2    103.513       NaN        NaN      58.653     -442.3
617.925    30502.8     93.177       NaN        NaN      45.764     -441.9
618.475    30551.5    103.199    107.732    172.958     57.171     -436.6
619.025    30600.3     96.506      95.99    169.382     39.713     -446.5
619.575    30649.1     93.695     92.358    162.808     39.985     -438.4
620.125    30697.9       NaN      93.376    119.664     60.592     -441.2
620.675    30746.7       NaN     102.372    134.836     46.779       -442
621.225    30795.6       NaN       93.46    147.062     36.681       -442
621.775    30844.4       NaN        NaN        NaN        NaN      -442.6
622.325    30893.4       NaN        NaN        NaN        NaN      -440.1
622.875    30942.5       NaN        NaN        NaN        NaN      -440.1
623.425    30991.7       NaN        NaN        NaN        NaN      -440.1
623.975    31041.1       NaN        NaN        NaN        NaN      -440.1
624.525    31090.7       NaN      86.888     123.95     32.875     -440.1
625.075    31140.3       NaN      79.804    118.998     34.201     -432.2
625.625    31190.1       NaN      87.798    138.182     47.455       -439
626.175    31239.9     96.132    92.5133    149.643     42.386     -439.5
626.725    31289.8     97.833     95.964    153.522     35.065       -438
627.275    31339.9    113.199       92.6      177.4     54.732       -444
627.825      31390     95.557       82.4        171      34.18     -446.6
628.375      31440    103.134       NaN        NaN      49.677     -442.7
628.925      31490    105.147       NaN        NaN      46.516     -443.8
629.475    31539.8     94.974     93.014    154.304     46.459     -447.3
630.025    31589.7     87.215    84.1083    151.752     42.158     -443.5
630.575    31639.3     91.621     80.348     108.99     41.175     -440.4
631.125    31688.8     90.747      86.88    133.902     40.219     -441.4
631.675    31737.9    102.849    103.944    174.598      31.09     -440.4
632.225    31786.8      89.97     93.014    149.918     43.686     -446.3
632.775    31835.3     94.432       80.2      118.8     54.166     -440.5
633.325    31883.5     84.533       67.2      111.6     31.618     -448.7
633.875    31931.5     82.053       NaN        NaN      25.171     -441.7
634.425      31979     80.552       NaN        NaN      24.136     -431.9
634.975    32026.4     81.142     81.954    111.836     24.088     -436.8
635.525    32073.3     83.723      87.22     128.48     20.717     -440.3
636.075      32120     65.186      59.82    109.005     17.382       -438
636.625    32166.6     75.344     70.645    78.0733     32.459     -429.3
637.175    32213.2     82.504     74.054     91.472     44.987     -435.7
637.725    32259.9     86.655     75.954     78.764      21.36     -428.3
638.275    32306.6     89.679         76      109.8     18.125     -437.4
638.825    32353.4     83.153       68.2      114.6     23.287     -438.9
639.375    32400.3     95.731       NaN        NaN      18.462     -436.9
639.925    32447.3     88.013       NaN        NaN       15.37     -439.9
640.475    32494.4     83.251     73.732     111.18      15.21     -436.2
641.025    32541.5     76.946     70.194     97.452      15.12     -437.3
641.575    32588.8     99.384     76.788    130.236     18.947     -433.7
642.125    32636.1     80.321      73.47     93.586      19.54     -441.2
642.675    32683.6     79.313    72.8675     128.49      25.08     -434.7
643.225    32731.1     89.776      88.94    129.102     25.353     -435.6
643.775    32778.8     98.069       80.6      157.6      28.56     -442.1
644.325    32826.5     79.113       73.4      123.4     35.956     -445.8
644.875    32874.3     93.821       NaN        NaN      27.278     -443.9
645.425    32922.1     96.892       NaN        NaN      23.228       -443
645.975    32969.8     86.609      87.13    156.288     34.148     -446.5
646.525    33017.5     82.996    85.1267    150.857     29.168     -442.6
647.075    33065.2     88.574      77.09    106.382     34.929     -438.7
647.625    33112.5      87.53    78.1983    112.497     15.345     -442.7
648.175    33159.7     76.316     76.445     112.43     22.506     -439.6
648.725    33206.5     75.412      77.29     77.245     22.296     -436.2
649.275      33253     79.998      67.25       94.5     16.996     -435.3
649.825    33299.2     80.103       63.6       68.8     26.994     -434.7
650.375    33345.2     79.578       NaN        NaN      31.033     -432.3
650.925      33391     77.149       NaN        NaN       23.95     -435.5
651.475    33436.9     83.826      88.08    114.904     28.535     -433.7
652.025    33482.7     78.559    90.3217    103.635     27.354       -432
652.575    33528.5     81.632      86.65    138.495     18.957       -437
653.125    33574.3     87.679     83.778    128.066     21.018     -435.5
653.675    33620.3     90.542     85.342    152.616     18.938       -438
654.225    33666.5     88.183      86.64    127.208     16.465       -436
654.775    33712.9     79.707         68       94.5     21.418     -435.9
655.325    33759.6      96.41       74.5    116.833     36.248     -433.5
655.875    33806.5     78.589       NaN        NaN      46.527     -443.2
656.425    33853.7     79.659       NaN        NaN      28.605     -435.8
656.975      33901       NaN        NaN        NaN        NaN      -439.9
657.525    33948.6       NaN        NaN        NaN        NaN      -444.5
658.075    33996.2       NaN        NaN        NaN        NaN      -444.5
658.625    34044.2       NaN        NaN        NaN        NaN      -444.5
659.175    34092.2       NaN        NaN        NaN        NaN      -444.5
659.725    34140.5     99.897     93.832    152.626     27.138     -444.5
660.275    34188.7     96.026       81.6       98.4      39.77     -442.3
660.825      34237    104.637         87      156.2     22.047     -438.5
661.375    34285.3     98.915       NaN        NaN      24.342     -442.1
661.925    34333.6     95.836       NaN        NaN      24.965     -441.2
662.475      34382      93.53     84.992    128.666     19.898     -444.9
663.025    34430.3     92.448      85.96    149.385       21.5     -441.9
663.575    34478.3     79.356     78.484    101.108     18.208     -436.5
664.125    34526.2     76.389     83.204    100.068      24.04     -435.5
664.675    34573.8     75.422     76.096    105.778     20.472     -438.7
665.225    34621.2     82.772    83.8133    152.002     20.399     -431.6
665.775    34668.2     64.553      60.25         57      24.04     -437.4
666.325      34715     64.688    59.8333    70.6667     31.708     -433.8
666.875    34761.4     77.477       NaN        NaN      15.815     -433.4
667.425    34807.4     69.564       NaN        NaN      16.468     -438.3
667.975    34853.3     73.504     78.582    110.552     26.703     -431.4
668.525    34898.7     72.106     74.894     86.338     31.826     -431.7
669.075    34943.9     65.994     74.594     66.624     18.649     -437.6
669.625    34988.8     62.593     70.896      63.27     24.716     -435.6
670.175    35033.5     73.447       74.2     94.615     17.814     -433.5
670.725      35078     74.341     79.606       76.3     14.813     -429.5
671.275    35122.3     79.265       68.8       69.4      14.17     -433.5
671.825    35166.5     73.966    62.6667       72.5     15.229     -437.9
672.375    35210.8     74.712       NaN        NaN      17.682     -433.7
672.925    35255.2     69.687       NaN        NaN      20.035     -429.9
673.475    35299.6     74.882     72.898     108.66     16.585     -432.5
674.025      35344      81.44    82.9783    122.965     13.912     -436.5
674.575    35388.7     77.604     82.142     67.876     21.703     -436.9
675.125    35433.5     76.971     85.712     76.788     16.443     -435.8
675.675    35478.6     81.762     82.292    114.714     16.897     -428.2
676.225    35523.9     74.886     78.122     83.282     18.838     -438.6
676.775    35569.5     78.456       64.5         80     13.651     -439.5
677.325    35615.2     64.045    56.6667         57     17.851     -434.3
677.875    35661.2      79.14       NaN        NaN       12.91     -433.1
678.425    35707.2     79.658       NaN        NaN       16.15     -434.8
678.975    35753.3     78.828     76.476     118.95     18.375     -439.6
679.525    35799.7      92.83     90.406    159.726     20.577     -436.6
680.075      35846     87.525     91.588    116.778     14.772       -443
680.625    35892.6     93.621     95.388    130.434     17.073     -435.3
681.175    35939.2     83.126    82.9225    128.605     12.965     -435.6
681.725    35985.9     86.634     80.486    112.344     17.121       -436
682.275    36032.8      75.93    67.3333    76.6667     24.651     -435.8
682.825    36079.7     75.583         71      70.25     21.533       -442
683.375    36126.7     85.091       NaN        NaN      25.879     -439.7
683.925    36173.8     79.861       NaN        NaN      20.143     -438.8
684.475      36221     82.035     77.718     60.354     18.906     -437.5
685.025    36268.3     71.832    68.9375    62.1475     19.134     -434.6
685.575    36315.6     79.235    74.3925    108.712     20.067     -434.6
686.125    36362.9     76.698     75.904    106.752     21.183     -436.1
686.675    36410.1     77.089    75.2275     74.035     24.984     -436.8
687.225    36457.4     75.337     73.374      61.37     22.301     -435.9
687.775    36504.7      83.72       71.8       90.2     17.328     -434.2
688.325    36551.8     78.682         71       87.6     13.897     -438.3
688.875    36598.8     73.326       NaN        NaN      22.021     -436.1
689.425    36645.7     80.263       NaN        NaN      14.944     -435.3
689.975    36692.5     80.255      80.08    85.4925     21.342     -439.6
690.525      36739     74.377      77.29    77.5375     15.263     -440.7
691.075    36785.5     70.502    70.2175     55.265     14.164     -438.9
691.625    36831.7     61.528     68.458     48.436     13.769     -436.7
692.175    36877.8     53.123     58.566     40.356     16.043     -429.6
692.725    36923.6     63.026      73.33     74.242     17.183     -427.3
693.275    36969.1     73.938    72.3333    70.3333     14.775     -435.1
693.825    37014.3     64.346         63       NaN      13.617     -434.9
694.375    37059.1     69.786       NaN        NaN      14.588       -435
694.925    37103.7       71.7       NaN        NaN      17.815     -427.3
695.475    37147.7     66.659     67.694     72.622     14.854     -434.4
696.025    37191.6     74.661     70.326     53.328     15.165     -432.9
696.575    37234.9     79.978      73.66     59.565     20.346     -428.2
697.125      37278     75.625    73.1567      71.06     17.374     -433.8
697.675    37320.7     68.907      62.19    58.9125     13.945     -436.5
698.225    37363.1     67.159     65.798      62.81     15.863     -428.7
698.775    37405.3     62.525         51         22      15.55     -430.7
699.325    37447.1     63.709       54.6         45     18.383     -423.8
699.875    37488.7     63.522       NaN        NaN      16.235     -424.6
700.425    37530.1     60.148       NaN        NaN      16.442     -425.2
700.975    37571.3     62.465    59.1575      33.21     15.207     -418.3
701.525    37612.3     60.597     57.784     29.308     13.415       -426
702.075    37653.3     59.658    56.6075     34.225     16.752     -418.8
702.625    37694.2     70.592     74.208     53.318     14.145     -415.4
703.175    37735.1     83.891      72.53     66.335      11.82     -424.5
703.725      37776     67.346       65.5     47.618     12.316     -430.6
704.275    37816.8     76.917       64.8       51.6      13.86       -431
704.825    37857.7     64.579      54.25      36.25     16.013     -434.8
705.375    37898.6     70.941       NaN        NaN      16.322     -423.4
705.925    37939.6     70.081       NaN        NaN      25.668     -420.5
706.475    37980.6     69.263      68.73     33.524     19.721     -430.4
707.025    38021.6     62.488    61.9775     47.525     15.338     -431.1
707.575    38062.7     61.486     56.444     33.184     14.336     -433.4
708.125    38103.7     67.474     69.858     48.038     12.656     -422.5
708.675    38144.9     66.905      65.06     51.662     14.171     -431.3
709.225    38186.1     70.333     69.608     47.008     14.768     -425.3
709.775    38227.3     69.478       54.2       60.4     11.273       -427
710.325    38268.6     63.567       52.5         33     13.224     -429.8
710.875      38310     64.325       NaN        NaN      16.525     -427.3
711.425    38351.5     58.895       NaN        NaN      13.612     -425.9
711.975    38393.1     62.865      60.21     51.554     12.851       -426
712.525    38434.8     68.262      67.13     73.156         13     -425.6
713.075    38476.5     66.412     65.736      78.24     12.191     -428.5
713.625      38518     65.247    70.2375       74.4     12.714     -430.7
714.175    38559.6     60.656    60.3775       59.4     12.546     -432.8
714.725    38601.2     61.015    62.6883    49.5733     12.123     -424.4
715.275    38642.8     61.547      53.25         46     12.863     -428.9
715.825    38684.5     64.241       51.5    45.6667      14.13     -427.1
716.375    38726.2     67.803       NaN        NaN      14.662     -426.3
716.925    38768.1     69.512       NaN        NaN       15.02     -434.3
717.475    38810.2     61.726    59.3025    78.7325     15.831     -428.8
718.025    38852.3     75.026     76.158    100.616     16.864     -423.2
718.575      38895     80.101    70.4025    120.557      13.52       -436
719.125    38937.9      77.78     75.694     118.44     15.014       -434
719.675    38981.5     83.522    80.8225    119.315     12.092     -436.9
720.225    39025.4     77.984      79.86    120.496     14.548       -436
720.775    39069.9     92.981         81     140.75     23.434     -435.5
721.325      39115     80.141       75.8      148.6     30.783     -436.9
721.875    39160.5     82.718       NaN        NaN      19.095     -435.5
722.425    39206.8     92.884       NaN        NaN      22.111     -435.9
722.975    39253.4     87.586     89.925     125.33     20.109     -441.9
723.525    39300.9     84.131     86.544    143.688     21.543       -443
724.075    39348.6     83.903    79.0675    135.822     25.495     -442.4
724.625    39396.9     89.332     83.324    123.754     24.998     -436.8
725.175    39445.5     85.529      84.19     119.53     23.346     -443.3
725.725    39494.4     86.969    86.5075    138.837      33.43     -434.7
726.275    39543.6     75.302      61.75         60     23.273     -438.7
726.825    39592.9     85.196         71    111.667     22.278     -434.2
727.375    39642.1     85.928       NaN        NaN      23.986     -436.5
727.925    39691.3      87.19       NaN        NaN      27.128     -430.9
728.475    39740.2     85.313    81.5125    110.183     23.419     -437.3
729.025    39789.1     78.651     77.145      92.28     28.702     -434.2
729.575    39837.7     86.655    89.0475    128.185     35.855     -433.3
730.125    39886.3     84.812     85.432     89.326     26.806     -439.6
730.675    39934.6     92.495      90.04     123.94     20.166       -439
731.225    39982.7     86.329     90.148    125.282     25.066     -438.3
731.775    40030.8     83.632      72.25      85.25     25.008     -430.9
732.325    40078.6     80.084       72.6       84.4     28.642       -433
732.875    40126.4     81.056       NaN        NaN      37.237     -431.3
733.425    40174.1     89.372       NaN        NaN      30.144     -439.1
733.975    40221.8     96.704    90.0225    129.875     28.322     -441.2
734.525    40269.4     93.901     88.855    137.005     25.701     -440.2
735.075    40316.9     93.662      67.27    116.777     25.496     -440.1
735.625    40364.3     98.772    74.9067    164.327     40.305     -440.8
736.175    40411.8     83.949      81.39    124.447     22.834     -438.4
736.725    40459.1     99.648      94.47     78.642     43.311     -436.7
737.275    40506.4     92.844         74      108.5     33.806     -444.3
737.825    40553.7     96.848       75.8        104     29.869     -436.8
738.375    40600.8     88.242       NaN        NaN      46.943       -436
738.925      40648     77.093       NaN        NaN      49.511     -434.5
739.475      40695     88.894     85.838    108.508     37.195     -433.3
740.025      40742     76.335     73.958     60.686     31.059     -439.4
740.575    40788.9     72.918     66.012     44.686     48.482     -431.7
741.125    40835.8     79.253      69.04    67.5675     34.575     -426.5
741.675    40882.5     99.395      74.07    84.7067     21.255     -433.2
742.225    40929.2    106.471    98.1625    146.188     23.252     -433.4
742.775    40975.7    107.302         86     134.25     22.188     -434.9
743.325    41022.3     86.714      67.25       79.5     27.445     -439.4
743.875    41068.7     92.308       NaN        NaN      20.003     -427.8
744.425    41115.2     86.013       NaN        NaN      21.166       -441
744.975    41161.7     88.517    79.2767    89.1867     15.973     -434.7
745.525    41208.2    103.666    98.4167     142.23     23.321     -440.4
746.075    41254.7     93.218      73.03     113.76     18.379     -435.7
746.625    41301.3     98.136     84.476     100.42     20.638     -437.3
747.175      41348      94.97    93.2725     152.73     24.662     -441.9
747.725    41394.8     97.168      97.13     165.09     32.753     -438.2
748.275    41441.8    111.848         92        150     29.358     -440.9
748.825    41488.9     92.346    70.8333    144.833     29.683     -440.5
749.375    41536.3     99.314       NaN        NaN      20.777     -440.6
749.925    41583.9     105.35       NaN        NaN      25.179     -442.5
750.475    41631.9    112.563      95.71    134.077     23.203     -442.4
751.025      41680     94.788     86.374     117.45     18.582     -437.4
751.575    41728.5     91.495    65.4025    89.6425     19.161     -441.5
752.125      41777     91.589     71.528    135.814     26.711     -433.2
752.675    41825.8      95.79     92.665    150.098     27.445     -437.2
753.225    41874.8     86.785     79.134     98.214      25.82     -438.3
753.775    41923.8     86.509      70.25     108.75     26.871     -433.3
754.325    41972.9      84.91         67         97     15.709     -433.4
754.875    42021.9     90.324       NaN        NaN      21.003     -434.7
755.425      42071     85.377       NaN        NaN      21.894     -438.9
755.975      42120     91.715    87.5825    134.313      26.23     -428.6
756.525    42168.8     80.975      74.91     79.688     18.837     -439.3
757.075    42217.5     85.778    64.4925      81.77     17.377     -433.8
757.625      42266     73.541     60.226     61.676     15.967     -435.8
758.175    42314.3     79.849    77.2775     84.815     21.274     -411.2
758.725    42362.2     76.061    73.2975      62.08     22.351     -428.6
759.275    42409.9     84.433      67.75         37     40.898     -430.5
759.825    42457.3     75.668       62.6       57.4     18.477     -430.2
760.375    42504.2     74.786       NaN        NaN      17.445     -431.3
760.925    42550.9     75.305       NaN        NaN      15.383     -427.8
761.475    42597.1     77.769     73.685      68.31      19.37     -429.1
762.025    42643.2     74.691     72.315    104.185      19.46     -433.2
762.575    42688.7     85.449      79.49    124.595     15.212     -429.1
763.125      42734     74.713      80.93    112.732     13.145     -436.4
763.675    42779.1     90.499    73.7425    109.787     15.209     -435.8
764.225      42824     76.375      74.22     79.084     14.616     -426.9
764.775    42868.8     84.098       65.8       85.6      20.39     -429.7
765.325    42913.5     83.088      68.75      77.75      21.75     -432.3
765.875    42958.2     84.004       NaN        NaN      19.156     -435.6
766.425      43003     81.944       NaN        NaN      21.451     -436.6
766.975    43047.9     79.901    78.2825    130.605     19.338     -432.4
767.525    43093.1     75.554     76.712      80.03     17.576     -433.6
768.075    43138.5     81.324     68.325    94.4075     19.012     -435.1
768.625    43184.3      88.17     77.884    134.318     19.214     -431.5
769.175    43230.4     99.871    97.9867    147.883     20.429     -438.8
769.725    43276.9     92.778     93.414    133.032     17.284     -440.4
770.275    43323.6     91.102    75.3333        141     21.148     -438.4
770.825    43370.7     89.016         75     123.75     16.283     -436.3
771.375    43418.2    103.273       NaN        NaN      23.457     -437.7
771.925    43465.9     90.465       NaN        NaN      20.116     -441.1
772.475    43513.9      97.36     93.912    151.458     18.134     -435.3
773.025      43562     90.516     87.044    126.128     17.825       -441
773.575    43610.5      90.58     78.556      98.61     20.444     -443.2
774.125    43659.1    100.574    90.6175    95.4925     21.481     -441.6
774.675    43707.7     86.714     82.938     89.652     24.178     -440.7
775.225    43756.5     72.942     70.174     68.888     25.688     -433.2
775.775    43805.2     80.154    68.3333    53.3333     18.237     -430.3
776.325      43854     83.689         72    43.6667     29.562     -438.7
776.875    43902.7      83.58       NaN        NaN       34.38       -438
777.425    43951.4     78.959       NaN        NaN       30.66     -436.8
777.975      44000     80.736    76.5775    52.8725     46.537       -435
778.525    44048.3     85.221    81.5725     92.285     26.709       -428
779.075    44096.6     78.205    55.3525     61.505     24.949       -440
779.625    44144.7     79.657      60.65      57.32     21.067     -435.4
780.175    44192.6      81.36    79.5733      54.23     16.945       -438
780.725    44240.3     73.055    74.1525      45.88     22.438     -433.3
781.275    44287.8     82.193         67    73.6667     24.581     -433.2
781.825    44335.1     84.951       70.4       84.8     20.568     -431.9
782.375    44382.3     90.394       NaN        NaN      22.499     -431.3
782.925    44429.4     80.376       NaN        NaN      19.216     -435.6
783.475    44476.2      68.76     66.384    104.842     17.213     -432.8
784.025    44522.9      83.34       79.4      78.64     16.013     -428.6
784.575    44569.3     76.837      66.23     59.315     15.862     -429.7
785.125    44615.7     70.462     67.544      74.38      15.79     -434.1
785.675    44661.8     74.125    70.8775    51.3575     16.943     -425.7
786.225    44707.8     67.178      65.36    35.1125     18.327     -431.7
786.775    44753.5      73.05         58         46     16.432     -429.8
787.325      44799     73.776       63.6       44.4     19.745     -430.2

